dates,campaign_id,campaign_name,campaign_start_date,creative_name,ad_id,total_spent,impressions,clicks,click_through_rate,leads,platform,ad_set_name,ad_set_id,is_total_spent_outlier,is_impressions_outlier,is_clicks_outlier,is_leads_outlier,cpl,cpc,day_of_week,month,conversion_rate,campaign_duration_days,platform_month
2024-09-21,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,India's_First_Tech_MBA_Static_200924,120212285739390229,1.78,5.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,September,0.0,0,facebook_september
2024-11-03,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.05,45.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,November,0.0,43,facebook_november
2024-11-03,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,9.97,233.0,0.0,0.0042918455,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Sunday,November,0.0,38,facebook_november
2024-11-02,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,11.68,92.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,November,0.0,42,facebook_november
2024-11-02,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,15.83,187.0,0.0,0.0053475936000000005,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Saturday,November,0.0,37,facebook_november
2024-11-02,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,5.45,74.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Saturday,November,0.0,37,facebook_november
2024-11-01,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,64.34,1093.0,0.0,0.0036596523,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Friday,November,0.0,41,facebook_november
2024-11-01,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,32.61,108.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Friday,November,0.0,41,facebook_november
2024-11-01,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,4.64,76.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Friday,November,0.0,36,facebook_november
2024-10-31,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,8.95,56.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,40,facebook_october
2024-10-31,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,7.2,74.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,35,facebook_october
2024-10-30,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,5.73,59.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,39,facebook_october
2024-10-30,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,7.3,108.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,34,facebook_october
2024-10-29,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,7.2,52.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,38,facebook_october
2024-10-29,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,34.22,266.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,33,facebook_october
2024-10-29,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,8.17,115.0,0.0,0.0086956522,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,33,facebook_october
2024-10-28,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,16.44,214.0,0.0,0.009345794400000001,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,37,facebook_october
2024-10-28,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.09,29.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,37,facebook_october
2024-10-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,5.42,68.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,16,facebook_october
2024-10-28,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,25.13,201.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,32,facebook_october
2024-10-28,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,16.73,162.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,32,facebook_october
2024-10-27,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,17.11,184.0,0.0,0.0054347826,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,36,facebook_october
2024-10-27,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,25.66,33.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,36,facebook_october
2024-10-27,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,63.57,373.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,31,facebook_october
2024-10-27,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,22.49,237.0,0.0,0.0042194093,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,31,facebook_october
2024-10-27,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,20.22,182.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,31,facebook_october
2024-10-26,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,15.84,102.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,35,facebook_october
2024-10-26,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.59,45.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,35,facebook_october
2024-10-25,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,36.95,224.0,0.0,0.0044642857,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Friday,October,0.0,29,facebook_october
2024-10-24,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,10.71,152.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,33,facebook_october
2024-10-24,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,3.0,35.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,33,facebook_october
2024-09-25,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,1.45,34.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,September,0.0,4,facebook_september
2024-10-24,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,51.22,430.0,0.0,0.0046511628,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,28,facebook_october
2024-10-23,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,5.93,39.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,32,facebook_october
2024-10-23,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Transform_Ideas_Static_240924,120212341286500229,46.83,292.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,32,facebook_october
2024-10-23,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,31.95,569.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,27,facebook_october
2024-10-23,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,34.65,455.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,27,facebook_october
2024-10-22,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.29,34.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,31,facebook_october
2024-10-21,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,3.66,50.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,30,facebook_october
2024-10-21,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Transform_Ideas_Static_240924,120212409252830229,65.15,863.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,25,facebook_october
2024-10-21,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,10.39,113.0,0.0,0.0088495575,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,25,facebook_october
2024-10-20,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,70.78,799.0,0.0,0.0012515645,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,29,facebook_october
2024-10-20,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,3.88,59.0,0.0,0.0169491525,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,29,facebook_october
2024-10-20,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Transform_Ideas_Static_240924,120212341286500229,72.68,740.0,0.0,0.0013513514,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,29,facebook_october
2024-10-20,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,14.28,183.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,24,facebook_october
2024-10-19,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,4.68,47.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,28,facebook_october
2024-10-19,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,9.92,116.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,23,facebook_october
2024-10-18,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,1.54,31.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Friday,October,0.0,27,facebook_october
2024-10-18,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,18.83,248.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Friday,October,0.0,22,facebook_october
2024-09-22,120212266582340229,mbatech_c2_program_lead_gen-1_200924,2024-09-20,1.2_Cr_Static_200924,120212267697290229,0.99,18.0,0.0,0.0,0.0,facebook,Prod+Ana_Top_Token_Cities_200924,1.2021226658267022e+17,False,False,False,False,0.0,0.0,Sunday,September,0.0,2,facebook_september
2024-10-17,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,3.61,38.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,26,facebook_october
2024-10-17,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,15.29,180.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,21,facebook_october
2024-10-16,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,15.27,191.0,0.0,0.005235602099999999,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,25,facebook_october
2024-10-16,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,1.9,37.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,25,facebook_october
2024-10-16,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,28.92,170.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,20,facebook_october
2024-10-16,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,7.82,111.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,20,facebook_october
2024-10-15,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,20.48,321.0,0.0,0.0062305296,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,24,facebook_october
2024-10-15,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,0.67,22.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,24,facebook_october
2024-10-15,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,24.54,261.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,19,facebook_october
2024-10-15,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,11.45,116.0,0.0,0.0086206897,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,19,facebook_october
2024-10-15,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,29.01,350.0,0.0,0.0028571429,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,19,facebook_october
2024-10-14,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.54,26.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,23,facebook_october
2024-10-13,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,2.67,26.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,22,facebook_october
2024-11-06,350165056,mbatech_c2_leadgen-3_061124,2024-11-06,Any_Function_Any_Field_Static-2_240924,560499806,435.35,38.0,0.0,0.0,0.0,linkedin,,,False,False,False,False,0.0,0.0,Wednesday,November,0.0,0,linkedin_november
2024-10-12,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,6.91,46.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,21,facebook_october
2024-10-12,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Are_you_ready_Static_200924,120212409143940229,57.6,321.0,0.0,0.0031152648,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,16,facebook_october
2024-10-12,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,19.97,326.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Saturday,October,0.0,16,facebook_october
2024-10-11,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,34.71,512.0,0.0,0.0078125,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Friday,October,0.0,20,facebook_october
2024-10-11,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,7.08,140.0,0.0,0.0071428570999999995,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Friday,October,0.0,15,facebook_october
2024-10-10,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,10.19,135.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,19,facebook_october
2024-10-10,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,3.55,56.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,19,facebook_october
2024-10-10,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,88.63,506.0,0.0,0.0079051383,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Thursday,October,0.0,14,facebook_october
2024-10-09,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,4.74,49.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,18,facebook_october
2024-10-09,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,4.24,59.0,0.0,0.0169491525,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,13,facebook_october
2024-10-09,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,41.16,449.0,0.0,0.004454343,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,13,facebook_october
2024-10-09,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Regula_VS_Tech_Static_240924,120212409196250229,37.29,436.0,0.0,0.009174311899999999,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Wednesday,October,0.0,13,facebook_october
2024-10-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Next_Gen_Leadership_Static_200924,120212285593960229,5.01,58.0,0.0,0.017241379299999998,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,17,facebook_october
2024-10-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,7.59,65.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,17,facebook_october
2024-10-08,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Regula_VS_Tech_Static_240924,120212341312480229,36.81,329.0,0.0,0.0060790274,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,17,facebook_october
2024-10-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Any_Function_Any_Field_Static_200924,120212409322200229,6.53,73.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,12,facebook_october
2024-10-08,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,Next_Gen_Leadership_Static_200924,120212409403010229,15.18,276.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Tuesday,October,0.0,12,facebook_october
2024-10-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,3.87,59.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,16,facebook_october
2024-10-07,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Any_Function_Any_Field_Static_200924,120212285633300229,32.45,694.0,0.0,0.0014409222,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,16,facebook_october
2024-10-07,120212409143760229,mba_tech_c-2_lead_gen-3_260924,2024-09-26,1.2_Cr_Static_200924,120212409341690229,21.91,205.0,0.0,0.0,0.0,facebook,Prod+Ana+Fintech_Top_Token_Cities_260924,1.2021240914386022e+17,False,False,False,False,0.0,0.0,Monday,October,0.0,11,facebook_october
2024-10-06,120212285593820229,mba_tech_c-2_lead_gen-2_210924,2024-09-21,Are_you_ready_Static_200924,120212285678680229,5.04,53.0,0.0,0.0,0.0,facebook,Lookalike_Hot_Warm_Token_Enrol_210924,1.2021228559391022e+17,False,False,False,False,0.0,0.0,Sunday,October,0.0,15,facebook_october
